template_id,edit_type_id,edit_type,categories,instruction
848w-Xal0F5OfysY,6,Copy Expansion,"text,layout,global","Expand “Student Updates” into a small sans-serif paragraph: “Student updates: upcoming workshops, studio tips, peer showcases, and resources to grow your skills this semester and beyond.”"
848w-Xal0F5OfysY,7,Image Replacement,"image,layout,local","Replace the central photo of a person viewing a moodboard with a similarly framed shot of a student coding on a laptop, shifting the theme to tech skills."
848w-Xal0F5OfysY,8,Typography Style Shift,"text,style,global","Change all headline text to title-case tall serif for an elegant, academic tone."
848w-Xal0F5OfysY,9,Accent Recolor,"color,local","Recolor the ""CREATIVE"" text to deep coral #E4572E for strong contrast with the blue background."
848w-Xal0F5OfysY,10,Background Replacement,"image,color,global","Replace the solid blue background with a deep charcoal (#1C1C1C) matte texture to add contrast and mood, ensuring the white headline and central photo remain clearly legible."
848w-Xal0F5OfysY,11,Hierarchy Adjustment,"layout,text,global",Scale the central photo to nearly full width and reduce both headline lines to small sans-serif subheads positioned beneath it.
848w-Xal0F5OfysY,12,Contrast & Readability Enhancement,"color,style,local",Recolor the small top-corner labels “West University” and “Student Updates” to deep navy #0D2B45 to improve contrast against the light blue background.
848w-Xal0F5OfysY,13,Add Secondary Text Block,"text,layout,local","Add a small sans-serif subtitle centered below the image reading “Workshops, mentorship, and portfolio reviews this fall” in #F2F2EA."
848w-Xal0F5OfysY,14,Theme Restyling,"style,color,global","Replace the central image with a winter holiday scene featuring ornaments and twinkling lights, maintaining the same square size and position."
848w-a7AVmpGZf5E,0,Color Palette Variation,"color,global",Switch from black-and-white to a soft aqua (#E8FBFF) background with all text and the button in deep navy (#0B1A34).
848w-a7AVmpGZf5E,1,Translation,"text,global","Translate the headline to Spanish: “Sube el volumen de los ahorros”, and update the date to “Dic/2030”."
848w-a7AVmpGZf5E,2,2-Element Layout Swap,"layout,global","Swap the central headphones image with the headline, moving the headphones to top-center and the headline/date to mid-center below, maintaining equal margins."
848w-a7AVmpGZf5E,3,Global Layout Change,"layout,global","Reflow into a two-column split: left column stacks logo, headline, date, and CTA with generous spacing; right column features the headphones full-height; keep diamond icon as a top-right overlay."
848w-a7AVmpGZf5E,4,Object Removal,"layout,local",Remove the black rounded button at the bottom; lower the headphones image slightly to balance the negative space while keeping the headline and date centered.
848w-a7AVmpGZf5E,5,Object Addition,"layout,local","Add a small #184D3A sound-wave illustration centered beneath 12/2030, spaced evenly above the headphones to bridge the header and image while preserving the clean balance."
848w-a7AVmpGZf5E,6,Copy Expansion,"text,layout,global","Expand the ""Turn Up the Savings"" headline into: ""Turn Up the Savings with premium sound and limited-time headphone deals."""
848w-a7AVmpGZf5E,7,Image Replacement,"image,layout,local","Replace the central black headphones cutout with a similarly isolated photo of a matte-black drone on white, keeping scale and placement consistent for a tech-adventure mood."
848w-a7AVmpGZf5E,8,Typography Style Shift,"text,style,global","Change the headline “Turn Up the Savings” to a tall serif for a more premium, elegant feel."
848w-a7AVmpGZf5E,9,Accent Recolor,"color,local",Change the bottom rounded CTA button color to cobalt blue #2563EB.
848w-a7AVmpGZf5E,10,Background Replacement,"image,color,global","Replace the white background with a cool pale-ice-blue (#E7F6FF) to light-slate-gray (#C9D3DC) gradient featuring subtle white soundwave lines, preserving strong contrast around the black headphones and headline."
848w-a7AVmpGZf5E,11,Hierarchy Adjustment,"layout,text,global","Scale up the headphones to near full-bleed width and center them, reducing surrounding white space so the product becomes the dominant focal point."
848w-a7AVmpGZf5E,12,Contrast & Readability Enhancement,"color,style,local",Change the bottom black button label color to white.
848w-a7AVmpGZf5E,13,Add Secondary Text Block,"text,layout,local","Add a small, sans-serif subtitle centered below the date: “Noise-cancelling comfort at unbeatable prices” in cool gray #6B7280 with relaxed letter-spacing to balance whitespace."
848w-a7AVmpGZf5E,14,Theme Restyling,"style,color,global","Restyle for winter holidays: change headline to “Holiday Sound Sale”, use deep forest green and crimson accents, add small snowflake graphic near date, keep structure unchanged."
848w-x9A8Hm2mD6U,0,Color Palette Variation,"color,global","Replace the current light gray, muted blue, and black palette with deep charcoal #111217 backgrounds, teal #1FB8A6 accents, and off-white #F6F7F8 text for a crisp dark mode."
848w-x9A8Hm2mD6U,1,Translation,"text,global","Replace “why you should choose Cloudlet” with the Spanish headline “por qué deberías elegir Cloudlet,” keeping the same placement and typography."
848w-x9A8Hm2mD6U,2,2-Element Layout Swap,"layout,global","Reposition the “Cloudlet” headline to the top-center and shift the main desk photo to the bottom half, maintaining balanced margins."
848w-x9A8Hm2mD6U,3,Global Layout Change,"layout,global",Reflow into a two-column split: left fixed narrow sidebar for date/links; right hero pane with full-bleed image and centrally stacked 'why you should choose' and 'Cloudlet' text.
848w-x9A8Hm2mD6U,4,Object Removal,"layout,local","Remove the small subtitle ""why you should choose""; shift the ""Cloudlet"" headline upward slightly to fill the gap, keeping alignment and proportions consistent for balance and readability."
848w-x9A8Hm2mD6U,5,Object Addition,"layout,local","Add a small outlined cloud icon in #6EC1E4 to the top-right empty space, right-aligned with the header to balance the hero."
848w-x9A8Hm2mD6U,6,Copy Expansion,"text,layout,global","Expand the “why you should choose” subheading into: “why you should choose Cloudlet for reliability, transparent pricing, and responsive support that scales with your team.”"
848w-x9A8Hm2mD6U,7,Image Replacement,"image,layout,local","Replace the minimalist office desk photo with a cozy coffee shop tabletop scene—latte, notebook, and small plant—maintaining the round table composition and soft, neutral lighting."
848w-x9A8Hm2mD6U,8,Typography Style Shift,"text,style,global","Change the ""Cloudlet"" headline to a tall serif for an elegant tone."
848w-x9A8Hm2mD6U,9,Accent Recolor,"color,local","Change the ""Cloudlet"" headline color to deep slate blue #2C4C63."
848w-x9A8Hm2mD6U,10,Background Replacement,"image,color,global","Replace the workspace photo background with a soft cloudscape sky in pale blue #E6F2FF with white clouds, keeping the black Cloudlet headline highly legible."
848w-x9A8Hm2mD6U,11,Hierarchy Adjustment,"layout,text,global",Scale down the “Cloudlet” headline to small size so the background photo becomes the dominant focal point.
848w-x9A8Hm2mD6U,12,Contrast & Readability Enhancement,"color,style,local",Add a semi-transparent #000 (30%) gradient overlay behind the hero headline and subheading to boost contrast against the light gray background.
848w-x9A8Hm2mD6U,13,Add Secondary Text Block,"text,layout,local","Add a small sans-serif subtitle below “Cloudlet”: “Reliable, scalable cloud hosting for growing teams” in #4A4A4A, centered with generous letter-spacing to balance the lower whitespace."
848w-x9A8Hm2mD6U,14,Theme Restyling,"style,color,global",Recolor for a festive holiday theme: change the “Cloudlet” headline to deep forest green (#184D3A) and all link accents to cranberry red (#B11226) while preserving layout.
900w-8g4EBLeikgE,0,Color Palette Variation,"color,global",Recolor palette: switch beige background to pale mint #E8F7F2; change mustard headline to deep teal #0D7068; set all body/CTA text and icons to charcoal #222222.
900w-8g4EBLeikgE,1,Translation,"text,global","Replace the main headline “LUNCH TIMES” with the Spanish title “HORAS DE ALMUERZO”, keeping the existing layout and color."
900w-8g4EBLeikgE,2,2-Element Layout Swap,"layout,global","Swap the taco photo at the bottom with the “LUNCH TIMES” headline at the top, keeping both centered for balance."
900w-8g4EBLeikgE,3,Global Layout Change,"layout,global","Rebuild into split layout: make taco image full-bleed top-half, center 'LUNCH TIMES' below, place tagline and discount underneath, and convert 'Order Now' to a full-width sticky bottom bar."
900w-8g4EBLeikgE,4,Object Removal,"layout,local",Remove the top-right “Food” label; center “Larana Food” at the top and slightly increase its letter-spacing to maintain balance and readability.
900w-8g4EBLeikgE,5,Object Addition,"layout,local","Add a tiny taco illustration in warm yellow #F2C94C to the right of the top-right ""Food"" label, right-aligned, to balance the header."
900w-8g4EBLeikgE,6,Copy Expansion,"text,layout,global","Replace the line 'Grab your favourites at 40% discount today' with 'Grab your favourites at 40% discount today—fresh, fast, and filling; order now for quick pickup or speedy delivery.'"
900w-8g4EBLeikgE,7,Image Replacement,"image,layout,local","Replace the taco tray held by hands with a similar close-up of a colorful sushi bento in a paper tray held by hands, maintaining angle and composition."
900w-8g4EBLeikgE,8,Typography Style Shift,"text,style,global","Replace the handwritten ""Fast, Fresh & Delicious"" script with italic tall serif lettering to shift the tone from playful to elegant."
900w-8g4EBLeikgE,9,Accent Recolor,"color,local","Change the ""Order Now"" text color to deep forest green (#184D3A)."
900w-8g4EBLeikgE,10,Background Replacement,"image,color,global","Replace the beige background with a softly blurred, colorful mercado scene in warm sunset tones, ensuring high contrast so the headline and taco tray remain crisp and readable."
900w-8g4EBLeikgE,11,Hierarchy Adjustment,"layout,text,global","Reduce ""LUNCH TIMES"" to medium size and move it below the taco photo, making the food image the dominant focal point."
900w-8g4EBLeikgE,12,Contrast & Readability Enhancement,"color,style,local","Add a thin cream (#F4E7D7) stroke around the ""Fast, Fresh & Delicious"" script to improve legibility against the mustard ""LUNCH TIMES"" background."
900w-8g4EBLeikgE,13,Add Secondary Text Block,"text,layout,local","Add a small uppercase sans-serif subtitle ""Weekday Lunch Special • 11am–3pm"" centered between the headline and the discount line in #184D3A."
900w-8g4EBLeikgE,14,Theme Restyling,"style,color,global","Restyle into a Christmas theme using deep forest green #184D3A and crimson #C62828 with subtle snowflake accents around the header, preserving the existing layout and copy."
900w-Aneww-_lpeg,0,Color Palette Variation,"color,global",Switch palette: replace cream background and slate-blue text with deep charcoal #121212 and warm ivory #FFF2E2; update borders and dividers to copper #B87333.
900w-Aneww-_lpeg,1,Translation,"text,global","Translate all text to Spanish: ""ESPRESSO Your Day"" → ""ESPRESSO Tu Día"", ""DOUBLE ESPRESSO"" → ""Doble Espresso"", ""(BUY 1 GET 1 FREE)"" → ""(Compra 1 y obtén 1 gratis)""."
900w-Aneww-_lpeg,2,2-Element Layout Swap,"layout,global","Swap the latte cup photo with the 'ESPRESSO Your Day' headline, placing the photo at top center and the headline centered above the price bar."
900w-Aneww-_lpeg,3,Global Layout Change,"layout,global","Convert to a two-column layout: make the cup image full-bleed left; stack headline, price/offer, and logo vertically on the right; move website to a centered footer bar."
